Task,InitTransferTime
block1_conv1,1267
block1_conv2,27896
block2_conv1,53336
block2_conv2,103380
block3_conv1,213882
block3_conv2,428042
block3_conv3,427260
block4_conv1,854956
block4_conv2,1709184
block4_conv3,1708888
block5_conv1,1709088
block5_conv2,1709002
block5_conv3,1709000
fc1,17339
fc2,2879
predictions,3224
