Task,InitTransferTime
conv2d_1,1491
conv2d_2,87894
conv2d_3,231704
conv2d_4,458576
conv2d_6,849380
conv2d_7,1312798
conv2d_8,426028
conv2d_9,116236
conv2d_10,35522
