Task,InitTransferTime
conv2d_1,1287
conv2d_2,55148
conv2d_3,207196
conv2d_4,413958
conv2d_6,828988
conv2d_7,1243096
conv2d_8,311696
conv2d_9,83816
conv2d_10,21736
