Task,InitTransferTime
conv2d_1,1295
conv2d_2,56034
conv2d_3,207046
conv2d_4,414922
conv2d_6,829444
conv2d_7,1244240
conv2d_8,311228
conv2d_9,84062
conv2d_10,21628
