Task,InitTransferTime
conv2d_1,1295
conv2d_2,55260
conv2d_3,207046
conv2d_4,414724
conv2d_6,828552
conv2d_7,1244054
conv2d_8,311422
conv2d_9,83134
conv2d_10,21598
