Task,InitTransferTime
conv2d_1,1287
conv2d_2,55298
conv2d_3,206960
conv2d_4,414178
conv2d_6,828632
conv2d_7,1243536
conv2d_8,311676
conv2d_9,83170
conv2d_10,20764
