taskname,start,end,duration,acclname
batch_normalization_32,15327816.0,15383920.0,56104.0,BatchNormalization256
batch_normalization_31,15378104.0,15458940.0,80836.0,BatchNormalization16
batch_normalization_40,15517728.0,15597936.0,80208.0,BatchNormalization8
conv2d_36,15384170.0,15531872.0,147702.0,Conv2D1024
conv2d_33,15383920.0,15535514.0,151594.0,Conv2D512
batch_normalization_36,15531872.0,15587616.0,55744.0,BatchNormalization512
batch_normalization_33,15535514.0,15590709.0,55195.0,BatchNormalization1024
conv2d_37,15587616.0,15727571.0,139955.0,Conv2D1024
conv2d_34,15590709.0,15826784.0,236075.0,Conv2D512
batch_normalization_37,15727571.0,15783326.0,55755.0,BatchNormalization8
batch_normalization_34,15826784.0,15907340.0,80556.0,BatchNormalization1024
conv2d_38,15783326.0,15930356.0,147030.0,Conv2D1024
batch_normalization_38,15930356.0,15986844.0,56488.0,BatchNormalization1024
conv2d_39,15986844.0,16180371.0,193527.0,Conv2D1024
batch_normalization_39,16180371.0,16260519.0,80148.0,BatchNormalization1024
conv2d_45,16260519.0,16544598.0,284079.0,Conv2D1024
conv2d_42,16260519.0,16545139.0,284620.0,Conv2D512
conv2d_41,16260519.0,16573760.0,313241.0,Conv2D256
conv2d_50,16260519.0,16711765.0,451246.0,Conv2D128
batch_normalization_45,16544598.0,16612687.0,68089.0,BatchNormalization8
batch_normalization_42,16545139.0,16613122.0,67983.0,BatchNormalization1024
batch_normalization_41,16573760.0,16655423.0,81663.0,BatchNormalization512
batch_normalization_50,16711765.0,16792392.0,80627.0,BatchNormalization512
conv2d_46,16612687.0,16824175.0,211488.0,Conv2D1024
conv2d_43,16613122.0,16849281.0,236159.0,Conv2D512
batch_normalization_46,16824175.0,16892860.0,68685.0,BatchNormalization1024
batch_normalization_43,16849281.0,16918494.0,69213.0,BatchNormalization8
conv2d_47,16892860.0,17092886.0,200026.0,Conv2D1024
conv2d_44,16918494.0,17213216.0,294722.0,Conv2D512
batch_normalization_47,17092886.0,17161505.0,68619.0,BatchNormalization8
batch_normalization_44,17213216.0,17293897.0,80681.0,BatchNormalization8
conv2d_48,17161505.0,17373021.0,211516.0,Conv2D1024
batch_normalization_48,17373021.0,17441514.0,68493.0,BatchNormalization512
conv2d_49,17441514.0,17672414.0,230900.0,Conv2D1024
batch_normalization_49,17672414.0,17753230.0,80816.0,BatchNormalization1024
conv2d_55,17753230.0,18037181.0,283951.0,Conv2D1024
conv2d_52,17753230.0,18037672.0,284442.0,Conv2D512
conv2d_51,17753230.0,18066944.0,313714.0,Conv2D256
conv2d_60,17753230.0,18205346.0,452116.0,Conv2D128
batch_normalization_55,18037181.0,18105737.0,68556.0,BatchNormalization1024
batch_normalization_52,18037672.0,18105995.0,68323.0,BatchNormalization8
batch_normalization_51,18066944.0,18147499.0,80555.0,BatchNormalization512
batch_normalization_60,18205346.0,18285199.0,79853.0,BatchNormalization1024
conv2d_56,18105737.0,18318274.0,212537.0,Conv2D1024
conv2d_53,18105995.0,18341217.0,235222.0,Conv2D512
batch_normalization_56,18318274.0,18386382.0,68108.0,BatchNormalization1024
batch_normalization_53,18341217.0,18409553.0,68336.0,BatchNormalization8
conv2d_57,18386382.0,18585213.0,198831.0,Conv2D1024
conv2d_54,18409553.0,18703107.0,293554.0,Conv2D512
batch_normalization_57,18585213.0,18654313.0,69100.0,BatchNormalization1024
batch_normalization_54,18703107.0,18783935.0,80828.0,BatchNormalization512
conv2d_58,18654313.0,18865313.0,211000.0,Conv2D1024
batch_normalization_58,18865313.0,18933604.0,68291.0,BatchNormalization8
conv2d_59,18933604.0,19164601.0,230997.0,Conv2D1024
batch_normalization_59,19164601.0,19245460.0,80859.0,BatchNormalization1024
conv2d_65,19245460.0,19552102.0,306642.0,Conv2D1024
conv2d_62,19245460.0,19552577.0,307117.0,Conv2D512
conv2d_61,19245460.0,19557802.0,312342.0,Conv2D256
conv2d_70,19245460.0,19696427.0,450967.0,Conv2D128
batch_normalization_65,19552102.0,19632461.0,80359.0,BatchNormalization1024
batch_normalization_62,19552577.0,19633143.0,80566.0,BatchNormalization8
batch_normalization_61,19557802.0,19638656.0,80854.0,BatchNormalization512
batch_normalization_70,19696427.0,19776895.0,80468.0,BatchNormalization1024
conv2d_66,19632461.0,19917321.0,284860.0,Conv2D1024
conv2d_63,19633143.0,19971097.0,337954.0,Conv2D512
batch_normalization_66,19917321.0,19997213.0,79892.0,BatchNormalization512
batch_normalization_63,19971097.0,20052767.0,81670.0,BatchNormalization1024
conv2d_67,19997213.0,20267480.0,270267.0,Conv2D1024
conv2d_64,20052767.0,20405045.0,352278.0,Conv2D512
batch_normalization_67,20267480.0,20348262.0,80782.0,BatchNormalization1024
batch_normalization_64,20405045.0,20485823.0,80778.0,BatchNormalization1024
conv2d_68,20348262.0,20633425.0,285163.0,Conv2D1024
batch_normalization_68,20633425.0,20714267.0,80842.0,BatchNormalization512
conv2d_69,20714267.0,20985884.0,271617.0,Conv2D1024
batch_normalization_69,20985884.0,21066252.0,80368.0,BatchNormalization1024
conv2d_73,21066252.0,21370748.0,304496.0,Conv2D1024
conv2d_71,21066252.0,21372120.0,305868.0,Conv2D512
batch_normalization_73,21370748.0,21451752.0,81004.0,BatchNormalization8
batch_normalization_71,21372120.0,21452916.0,80796.0,BatchNormalization1024
