Task,InitTransferTime
block1_conv1,1267
block1_conv2,27934
block2_conv1,53318
block2_conv2,103320
block3_conv1,213854
block3_conv2,427686
block3_conv3,427790
block4_conv1,855066
block4_conv2,1708854
block4_conv3,1709182
block5_conv1,1709088
block5_conv2,1708740
block5_conv3,1709000
fc1,17383
fc2,3647
predictions,4005
