Task,InitTransferTime
conv2d_1,1267
conv2d_2,55718
conv2d_3,207054
conv2d_4,414168
conv2d_6,828832
conv2d_7,1243840
conv2d_8,311744
conv2d_9,83348
conv2d_10,20866
