Task,InitTransferTime
conv2d_1,1267
conv2d_2,55810
conv2d_3,206962
conv2d_4,413840
conv2d_6,828954
conv2d_7,1244322
conv2d_8,311802
conv2d_9,83472
conv2d_10,20928
