Task,InitTransferTime
conv2d_1,1259
conv2d_2,55164
conv2d_3,207032
conv2d_4,414168
conv2d_6,829512
conv2d_7,1243840
conv2d_8,311510
conv2d_9,83808
conv2d_10,21510
