Task,InitTransferTime
conv2d_1,1231
conv2d_2,55202
conv2d_3,207518
conv2d_4,414862
conv2d_6,829636
conv2d_7,1243426
conv2d_8,311584
conv2d_9,84204
conv2d_10,20842
