Task,InitTransferTime
conv2d_1,1267
conv2d_2,55184
conv2d_3,206968
conv2d_4,414862
conv2d_6,829636
conv2d_7,1243652
conv2d_8,311550
conv2d_9,83472
conv2d_10,20928
