Task,InitTransferTime
block1_conv1,1267
block1_conv2,27964
block2_conv1,54160
block2_conv2,103296
block3_conv1,214278
block3_conv2,426680
block3_conv3,427370
block4_conv1,854802
block4_conv2,1707900
block4_conv3,1708948
block5_conv1,1708910
block5_conv2,1709108
block5_conv3,1708834
fc1,16497
fc2,3039
predictions,3223
