Task,InitTransferTime
block1_conv1,1267
block1_conv2,28022
block2_conv1,53204
block2_conv2,103234
block3_conv1,213650
block3_conv2,426832
block3_conv3,427840
block4_conv1,854892
block4_conv2,1709334
block4_conv3,1708000
block5_conv1,1708966
block5_conv2,1709436
block5_conv3,1709044
fc1,16436
fc2,3038
predictions,3224
